

gen best mean std sigma_prime mutation_r crossover_r
0 56.500213 -2.266033 9.026978 0.05 0.1 0.8
0 56.500213 -2.266033 9.026978 0.081092 0.12 0.83
1 56.500213 -2.266033 9.026978 0.104916 0.14 0.86
2 56.500213 -2.266033 9.026978 0.130747 0.16 0.89
3 57.168118 18.041647 14.76521 0.139871 0.1 0.8
4 57.168118 18.041647 14.76521 0.16079 0.12 0.83
5 57.168118 18.041647 14.76521 0.185915 0.14 0.86
6 57.168118 18.041647 14.76521 0.218335 0.16 0.89
7 57.168118 18.041647 14.76521 0.242166 0.18 0.92
8 75.165189 27.839219 14.111488 0.254616 0.1 0.8
9 85.345189 33.724256 20.214811 0.241436 0.1 0.8
10 85.345189 33.724256 20.214811 0.293321 0.12 0.83
11 85.345189 33.724256 20.214811 0.308479 0.14 0.86
12 85.345189 33.724256 20.214811 0.34405 0.16 0.89
13 85.345189 33.724256 20.214811 0.375443 0.18 0.92
14 85.345189 33.724256 20.214811 0.419935 0.2 0.95
15 85.345189 33.724256 20.214811 0.453323 0.22 0.98
16 85.345189 33.724256 20.214811 0.44436 0.24 1.01
17 85.345189 33.724256 20.214811 0.50373 0.26 1.04
18 85.345189 33.724256 20.214811 0.571122 0.28 1.07
19 85.345189 33.724256 20.214811 0.588614 0.31 1.12
20 85.345189 33.724256 20.214811 0.608713 0.34 1.17
21 85.345189 33.724256 20.214811 0.647021 0.37 1.22
22 85.345189 33.724256 20.214811 0.74681 0.4 1.27
23 85.345189 33.724256 20.214811 0.798858 0.43 1.32
24 85.345189 33.724256 20.214811 0.871314 0.46 1.37
25 85.345189 33.724256 20.214811 0.933452 0.49 1.42
26 85.345189 33.724256 20.214811 0.976251 0.52 1.47
27 85.345189 33.724256 20.214811 0.995795 0.55 1.52
28 85.345189 33.724256 20.214811 1.011457 0.58 1.57
29 85.345189 33.724256 20.214811 0.05 0.1 0.8
30 85.345189 33.724256 20.214811 0.083374 0.12 0.83
31 85.345189 33.724256 20.214811 0.115753 0.14 0.86
32 85.345189 33.724256 20.214811 0.149793 0.16 0.89
33 85.345189 33.724256 20.214811 0.163189 0.18 0.92
34 85.345189 33.724256 20.214811 0.195003 0.2 0.95
35 85.345189 33.724256 20.214811 0.222431 0.22 0.98
36 85.345189 33.724256 20.214811 0.265781 0.24 1.01
37 87.267729 34.425135 21.805742 0.288707 0.1 0.8
38 87.267729 34.425135 21.805742 0.313835 0.12 0.83
39 87.267729 34.425135 21.805742 0.356551 0.14 0.86
