

gen best mean std sigma_prime mutation_r crossover_r
0 39.127882 -1.284342 9.171201 0.05 0.1 0.8
0 48.023649 20.002716 12.397156 0.049358 0.1 0.8
1 48.023649 20.002716 12.397156 0.080215 0.12 0.83
2 48.057201 18.037659 8.634751 0.082862 0.1 0.8
3 48.147798 27.257753 16.261491 0.089491 0.1 0.8
4 57.02619 19.323605 18.723079 0.091996 0.1 0.8
5 57.02619 19.323605 18.723079 0.131986 0.12 0.83
6 57.02619 19.323605 18.723079 0.161787 0.14 0.86
7 65.178893 22.435849 10.738809 0.184062 0.1 0.8
8 65.178893 22.435849 10.738809 0.214644 0.12 0.83
9 65.178893 22.435849 10.738809 0.250033 0.14 0.86
10 65.307916 26.153505 10.814988 0.243141 0.1 0.8
11 65.307916 26.153505 10.814988 0.260024 0.12 0.83
12 65.307916 26.153505 10.814988 0.249738 0.14 0.86
13 65.307916 26.153505 10.814988 0.278693 0.16 0.89
14 65.307916 26.153505 10.814988 0.319276 0.18 0.92
15 65.307916 26.153505 10.814988 0.35892 0.2 0.95
16 65.307916 26.153505 10.814988 0.42383 0.22 0.98
17 65.307916 26.153505 10.814988 0.496449 0.24 1.01
18 65.307916 26.153505 10.814988 0.514029 0.26 1.04
19 65.307916 26.153505 10.814988 0.511832 0.28 1.07
20 65.307916 26.153505 10.814988 0.594414 0.31 1.12
21 65.307916 26.153505 10.814988 0.674672 0.34 1.17
22 65.307916 26.153505 10.814988 0.78417 0.37 1.22
23 65.307916 26.153505 10.814988 0.862258 0.4 1.27
24 65.307916 26.153505 10.814988 0.834245 0.43 1.32
25 65.307916 26.153505 10.814988 0.933365 0.46 1.37
26 65.307916 26.153505 10.814988 0.92631 0.49 1.42
27 65.307916 26.153505 10.814988 0.940954 0.52 1.47
28 65.307916 26.153505 10.814988 0.990596 0.55 1.52
29 75.40678 18.082138 13.363458 1.022177 0.1 0.8
30 75.40678 18.082138 13.363458 1.075071 0.12 0.83
31 75.40678 18.082138 13.363458 1.229687 0.14 0.86
32 75.40678 18.082138 13.363458 1.231272 0.16 0.89
33 75.40678 18.082138 13.363458 1.268321 0.18 0.92
34 75.40678 18.082138 13.363458 1.214434 0.2 0.95
35 75.40678 18.082138 13.363458 1.30015 0.22 0.98
36 75.40678 18.082138 13.363458 1.298911 0.24 1.01
37 75.40678 18.082138 13.363458 1.355975 0.26 1.04
38 75.40678 18.082138 13.363458 1.346183 0.28 1.07
39 75.40678 18.082138 13.363458 1.439445 0.31 1.12
40 84.603068 26.080398 18.978024 1.388514 0.1 0.8
41 84.790121 38.386754 27.852161 1.519487 0.1 0.8
42 84.790121 38.386754 27.852161 1.486964 0.12 0.83
43 84.790121 38.386754 27.852161 1.533856 0.14 0.86
44 84.790121 38.386754 27.852161 1.438992 0.16 0.89
45 85.86436 31.498012 23.17715 1.299208 0.1 0.8
46 85.86436 31.498012 23.17715 1.497814 0.12 0.83
47 85.86436 31.498012 23.17715 1.433223 0.14 0.86
48 85.86436 31.498012 23.17715 1.335325 0.16 0.89
49 85.86436 31.498012 23.17715 1.331093 0.18 0.92
